,author,date,likes,views
4271,Chris Anderson (TED),March 2012,782K,26M
4272,Greg Gage,November 2011,28K,958K
4273,Larry Smith,November 2011,213K,7.1M
4274,Kelli Anderson,November 2011,11K,376K
4275,Improv Everywhere,March 2012,102K,3.4M
4276,Jennifer Pahlka,February 2012,29K,966K
4277,James Hansen,February 2012,48K,1.6M
4278,Andrew Stanton,February 2012,150K,5M
4279,Bryan Stevenson,March 2012,238K,7.9M
4280,Susan Cain,February 2012,915K,30M
4281,Vijay Kumar,February 2012,161K,5.3M
4282,Paul Gilding,February 2012,45K,1.5M
4283,Peter Diamandis,February 2012,52K,1.7M
4284,Daniel Pauly,April 2010,8.2K,273K
4285,Paul Snelgrove,July 2011,10K,360K
4286,Kevin Allocca,November 2011,98K,3.2M
4287,Jeffrey Kluger,November 2011,29K,985K
4288,Avi Rubin,October 2011,39K,1.3M
4289,Tan Le,December 2011,42K,1.4M
4290,Shlomo Benartzi,November 2011,57K,1.9M
4291,Shilo Shiv Suleman,December 2011,19K,633K
4292,Chris Bliss,December 2011,23K,787K
4293,Neil MacGregor,July 2011,37K,1.2M
4294,Lucianne Walkowicz,November 2011,9.3K,312K
4295,Garth Lenz,November 2011,26K,876K
4296,Paul Conneally,November 2011,12K,419K
4297,Simon Berrow,March 2010,18K,600K
4298,Lucien Engelen,April 2011,10K,342K
4299,Inara George,November 2010,7.4K,249K
4300,Jenna McCarthy,November 2011,203K,6.7M
4301,Tyrone Hayes + Penelope Jagessar Chaffer,December 2010,18K,604K
4302,Keith Nolan,April 2011,11K,374K
4303,Drew Dudley,September 2010,174K,5.8M
4304,Erik Johansson,November 2011,128K,4.2M
4305,Jack Horner,November 2011,85K,2.8M
4306,Sheikha Al Mayassa,December 2010,24K,810K
4307,Stephen Coleman,September 2011,16K,549K
4308,Neil Burgess,November 2011,46K,1.5M
4309,Nancy Duarte,November 2011,90K,3M
4310,Aleph Molinari,August 2011,7.6K,253K
4311,Mike deGruy,April 2010,35K,1.1M
4312,Danny Hillis,February 1994,20K,699K
4313,Erica Frenkel,December 2011,12K,419K
4314,Shawn Achor,May 2011,732K,24M
4315,Bill Doyle,October 2011,21K,716K
4316,Peter van Uhm,November 2011,127K,4.2M
4317,Mick Mountz,June 2011,10K,360K
4318,Bjarke Ingels,May 2011,19K,663K
4319,Gayle Tzemach Lemmon,December 2011,21K,707K
4320,Brian Goldman,November 2011,52K,1.7M
4321,Diana Nyad,October 2011,24K,826K
4322,Lisa Harouni,November 2011,54K,1.8M
4323,Julian Baggini,November 2011,48K,1.6M
4324,Bilal Bomani,August 2011,8.6K,289K
4325,Scott Rickard,September 2011,136K,4.5M
4326,Sheena Iyengar,November 2011,89K,2.9M
4327,Clay Shirky,January 2012,47K,1.5M
4328,Mikko Hypponen,November 2011,32K,1M
4329,Alain de Botton,July 2011,95K,3.1M
4330,Sonaar Luthra,July 2011,13K,457K
4331,Charles Hazlewood + British Paraorchestra,November 2011,3.4K,115K
4332,Kirk Sorensen,April 2011,19K,650K
4333,Morley,December 2011,11K,374K
4334,Drew Berry,May 2011,97K,3.2M
4335,Jonas Gahr Støre,November 2011,12K,431K
4336,"Lauren Hodge, Shree Bose + Naomi Shah",December 2011,32K,1M
4337,Tyler Cowen,November 2009,15K,526K
4338,Michelle Borkin,June 2011,5.9K,198K
4339,Nate Garvis,October 2010,5.6K,188K
4340,Sebastian Wernicke,November 2011,21K,718K
4341,Paddy Ashdown,December 2011,35K,1.1M
4342,Jane Fonda,December 2011,85K,2.8M
4343,A.J. Jacobs,October 2011,65K,2.1M
4344,Alberto Cairo,November 2011,31K,1M
4345,Karen Tse,July 2011,18K,621K
4346,Daniel Goldstein,November 2011,81K,2.7M
4347,Sheila Nirenberg,October 2011,14K,492K
4348,Antonio Damasio,March 2011,70K,2.3M
4349,Thomas Pogge,September 2011,9.7K,324K
4350,Roger Doiron,September 2011,14K,481K
4351,Ramona Pierson,May 2011,12K,414K
4352,Homaro Cantu + Ben Roche,March 2011,29K,981K
4353,Pavan Sukhdev,July 2011,24K,831K
4354,Quyen Nguyen,October 2011,37K,1.2M
4355,Monika Bulaj,July 2011,21K,702K
4356,David Damberger,April 2011,10K,348K
4357,Klaus Stadlmann,October 2011,11K,383K
4358,Stefon Harris,November 2011,24K,808K
4359,Yoav Medan,October 2011,26K,870K
4360,Cheryl Hayashi,February 2010,28K,936K
4361,Luis von Ahn,April 2011,54K,1.8M
4362,Srdja Popovic,November 2011,11K,397K
4363,Sarah Kay,May 2011,44K,1.4M
4364,Leslie Dodson,September 2011,5.8K,194K
4365,Kathryn Schulz,November 2011,74K,2.4M
4366,Charles Limb,October 2011,22K,754K
4367,John Bohannon,November 2011,17K,577K
4368,Annie Murphy Paul,July 2011,82K,2.7M
4369,Damon Horowitz,March 2011,45K,1.5M
4370,Amy Purdy,May 2011,65K,2.1M
4371,Britta Riley,May 2011,77K,2.5M
4372,Joe Sabia,May 2011,43K,1.4M
4373,Péter Fankhauser,July 2011,18K,618K
4374,Phil Plait,September 2011,73K,2.4M
4375,Natalie Warne,April 2011,27K,922K
4376,Gabe Zichermann,June 2011,21K,703K
4377,Robin Ince,July 2011,25K,837K
4378,Cynthia Kenyon,July 2011,32K,1M
4379,Thomas Suarez,October 2011,384K,12M
4380,Yves Rossy,July 2011,262K,8.7M
4381,Alexander Tsiaras,December 2010,252K,8.4M
4382,Michael Nielsen,March 2011,7.1K,237K
4383,Roger McNamee,March 2011,11K,395K
4384,Charlie Todd,May 2011,97K,3.2M
4385,Allan Jones,July 2011,41K,1.3M
4386,Ben Kacyra,July 2011,19K,646K
4387,Aparna Rao,July 2011,30K,1M
4388,Martin Hanczyc,May 2011,26K,880K
4389,Sandra Fisher-Martins,March 2011,10K,361K
4390,Paul Lewis,April 2011,8.7K,293K
4391,Marco Tempest,July 2011,35K,1.1M
4392,Daniel Wolpert,July 2011,63K,2.1M
4393,Anna Mracek Dietrich,July 2011,30K,1M
4394,Paul Zak,July 2011,55K,1.8M
4395,Hasan Elahi,July 2011,27K,932K
4396,Béatrice Coron,March 2011,30K,1M
4397,Jay Bradner,May 2011,18K,614K
4398,Malcolm Gladwell,July 2011,71K,2.3M
4399,Iain McGilchrist,October 2011,22K,741K
4400,Richard Wilkinson,July 2011,110K,3.6M
4401,Nathalie Miebach,July 2011,24K,832K
4402,Todd Kuiken,July 2011,29K,994K
4403,Guy-Philippe Goldstein,January 2010,17K,583K
4404,Justin Hall-Tipping,July 2011,35K,1.1M
4405,Bunker Roy,July 2011,133K,4.4M
4406,Jae Rhim Lee,July 2011,53K,1.7M
4407,Pamela Meyer,July 2011,953K,31M
4408,Ian Ritchie,July 2011,19K,655K
4409,Richard Seymour,May 2011,34K,1.1M
4410,Alison Gopnik,July 2011,151K,5M
4411,Charles Hazlewood,July 2011,17K,586K
4412,Mike Biddle,July 2011,36K,1.2M
4413,Steve Jobs,June 2005,297K,9.9M
4414,Graham Hill,March 2011,168K,5.6M
4415,Christoph Adami,February 2011,19K,662K
4416,Yang Lan,July 2011,64K,2.1M
4417,Danielle de Niese,July 2011,27K,912K
4418,Ben Goldacre,July 2011,91K,3M
4419,Jarreth Merz,July 2011,13K,438K
4420,Geoff Mulgan,July 2011,24K,809K
4421,Abraham Verghese,July 2011,57K,1.9M
4422,Sunni Brown,March 2011,48K,1.6M
4423,Elizabeth Murchison,July 2011,17K,569K
4424,Amy Lockwood,July 2011,28K,953K
4425,Jean-Baptiste Michel + Erez Lieberman Aiden,July 2011,64K,2.1M
4426,Niall Ferguson,July 2011,55K,1.8M
4427,Sasha Dichter,November 2010,9.4K,316K
4428,Lauren Zalaznick,December 2010,24K,828K
4429,Richard Resnick,July 2011,32K,1M
4430,Kate Hartman,March 2011,30K,1M
4431,Misha Glenny,July 2011,45K,1.5M
4432,Yasheng Huang,July 2011,34K,1.1M
4433,Raghava KK,July 2011,31K,1M
4434,Lee Cronin,July 2011,23K,792K
4435,Sarah Kaminsky,January 2010,20K,678K
4436,Edward Tenner,March 2011,27K,905K
4437,Joan Halifax,December 2010,60K,2M
4438,Skylar Tibbits,February 2011,33K,1.1M
4439,Julia Bacha,July 2011,27K,904K
4440,Svante Pääbo,July 2011,47K,1.5M
4441,Dan Ariely,March 2011,42K,1.4M
4442,Marco Tempest,July 2011,188K,6.2M
4443,Lucianne Walkowicz,July 2011,38K,1.2M
4444,Jeremy Gilley,July 2011,28K,951K
4445,Dyan deNapoli,June 2011,13K,453K
4446,Alex Steffen,July 2011,32K,1M
4447,Eve Ensler,December 2010,47K,1.5M
4448,Philip Zimbardo,March 2011,76K,2.5M
4449,Jessica Green,July 2011,19K,664K
4450,Mark Pagel,July 2011,55K,1.8M
4451,Harald Haas,July 2011,82K,2.7M
4452,Adam Ostrow,July 2011,39K,1.3M
4453,Julian Treasure,July 2011,307K,10M
4454,Josette Sheeran,July 2011,30K,1M
4455,Paul Bloom,July 2011,66K,2.2M
4456,Geoffrey West,July 2011,48K,1.6M
4457,Rory Stewart,July 2011,25K,852K
4458,Markus Fischer,July 2011,264K,8.8M
4459,Kevin Slavin,July 2011,128K,4.2M
4460,Thandiwe Newton,July 2011,100K,3.3M
4461,Mikko Hypponen,July 2011,57K,1.9M
4462,Nadia Al-Sakkaf,July 2011,18K,612K
4463,Tim Harford,July 2011,65K,2.1M
4464,Maajid Nawaz,July 2011,25K,849K
4465,Rebecca MacKinnon,July 2011,25K,840K
4466,Nina Tandon,March 2011,17K,571K
4467,Simon Lewis,December 2010,24K,800K
4468,Jonathan Drori,May 2011,33K,1.1M
4469,Nathan Myhrvold,March 2011,49K,1.6M
4470,Matt Cutts,March 2011,425K,14M
4471,Robert Hammond,March 2011,27K,929K
4472,Dave deBronkart,April 2011,21K,700K
4473,Rajesh Rao,March 2011,68K,2.2M
4474,Joshua Walters,May 2011,57K,1.9M
4475,Honor Harger,May 2011,30K,1M
4476,Jok Church,March 2007,24K,827K
4477,Daniel Tammet,March 2011,72K,2.4M
4478,Bill Ford,March 2011,27K,919K
4479,Maya Beiser,March 2011,30K,1M
4480,Onyx Ashanti,May 2011,27K,904K
4481,Camille Seaman,March 2011,36K,1.2M
4482,Steve Keil,January 2011,21K,719K
4483,Shea Hembrey,March 2011,49K,1.6M
4484,Daniel Kraft,April 2011,31K,1M
4485,JD Schramm,March 2011,59K,1.9M
4486,Alice Dreger,December 2010,38K,1.2M
4487,Paul Romer,March 2011,15K,523K
4488,Janet Echelman,March 2011,73K,2.4M
4489,Jack Horner,March 2011,107K,3.5M
4490,Damon Horowitz,May 2011,25K,866K
4491,Jessi Arrington,March 2011,49K,1.6M
4492,Aaron O'Connell,March 2011,46K,1.5M
4493,Stefan Sagmeister,June 2010,57K,1.9M
4494,Dennis Hong,March 2011,29K,980K
4495,Malcolm McLaren,October 2009,7.8K,260K
4496,Robert Gupta + Joshua Roman,March 2011,27K,926K
4497,Mustafa Akyol,March 2011,39K,1.3M
4498,Shirin Neshat,December 2010,24K,829K
4499,Bruce Aylward,March 2011,22K,738K
4500,Aaron Koblin,March 2011,54K,1.8M
4501,Improv Everywhere,April 2011,11K,376K
4502,Terry Moore,February 2005,238K,7.9M
4503,Edith Widder,March 2011,48K,1.6M
4504,Elliot Krane,March 2011,63K,2.1M
4505,Thomas Heatherwick,March 2011,54K,1.8M
4506,Ed Boyden,March 2011,34K,1.1M
4507,Leonard Susskind,January 2011,44K,1.4M
4508,Amit Sood,March 2011,22K,754K
4509,Ron Gutman,March 2011,183K,6.1M
4510,Fiorenzo Omenetto,March 2011,24K,819K
4511,Paul Nicklen,March 2011,76K,2.5M
4512,Louie Schwartzberg,March 2011,74K,2.4M
4513,Sean Carroll,January 2011,55K,1.8M
4514,Suzanne Lee,March 2011,49K,1.6M
4515,Carlo Ratti,March 2011,22K,764K
4516,Aicha el-Wafi + Phyllis Rodriguez,December 2010,30K,1M
4517,Eli Pariser,March 2011,178K,5.9M
4518,Arvind Gupta,December 2010,55K,1.8M
4519,Mike Matas,March 2011,53K,1.7M
4520,Angela Belcher,January 2011,30K,1M
4521,Bruce Schneier,October 2010,30K,1M
4522,Harvey Fineberg,March 2011,33K,1.1M
4523,Ric Elias,March 2011,247K,8.2M
4524,Anil Ananthaswamy,December 2010,17K,583K
4525,John Hunter,March 2011,48K,1.6M
4526,Kathryn Schulz,March 2011,157K,5.2M
4527,Sam Richards,October 2010,56K,1.8M
4528,Susan Lim,December 2010,21K,719K
4529,Marcin Jakubowski,March 2011,57K,1.9M
4530,Roger Ebert,March 2011,39K,1.3M
4531,Dave Meslin,October 2010,59K,1.9M
4532,David Christian,March 2011,380K,12M
4533,Jackson Browne,November 2010,21K,714K
4534,Caroline Casey,December 2010,73K,2.4M
4535,Mick Ebeling,March 2011,31K,1M
4536,Morgan Spurlock,March 2011,76K,2.5M
4537,Chade-Meng Tan,November 2010,31K,1M
4538,Stanley McChrystal,March 2011,100K,3.3M
4539,AnnMarie Thomas,March 2011,30K,1M
4540,Eric Whitacre,March 2011,148K,4.9M
4541,Sebastian Thrun,March 2011,100K,3.3M
4542,Handspring Puppet Co.,March 2011,62K,2M
4543,Ralph Langner,March 2011,49K,1.6M
4544,Patricia Ryan,December 2010,72K,2.4M
4545,Claron McFadden,November 2010,14K,467K
4546,Eythor Bender,March 2011,44K,1.4M
4547,Paul Root Wolpe,November 2010,48K,1.6M
4548,Isabel Behncke,March 2011,31K,1M
4549,Hans Rosling,December 2010,102K,3.4M
4550,Sarah Kay,March 2011,461K,15M
4551,Rogier van der Heide,October 2010,19K,652K
4552,Mark Bezos,March 2011,107K,3.5M
4553,Janna Levin,March 2011,40K,1.3M
4554,David Brooks,March 2011,43K,1.4M
4555,Rob Harmon,November 2010,20K,695K
4556,Deb Roy,March 2011,90K,3M
4557,Sal Khan,March 2011,179K,5.9M
4558,Courtney E. Martin,December 2010,35K,1.1M
4559,Anthony Atala,March 2011,95K,3.1M
4560,Bill Gates,March 2011,63K,2.1M
4561,Wael Ghonim,March 2011,35K,1.1M
4562,JR,March 2011,101K,3.3M
4563,Wadah Khanfar,March 2011,29K,994K
4564,Ahn Trio,December 2010,26K,877K
4565,Danny Hillis,October 2010,14K,481K
4566,Elizabeth Lindsey,December 2010,16K,559K
4567,Iain Hutchison,July 2010,20K,670K
4568,Noreena Hertz,November 2010,29K,973K
4569,Madeleine Albright,December 2010,25K,865K
4570,Lisa Gansky,January 2011,23K,787K
4571,Jacqueline Novogratz,December 2010,33K,1.1M
4572,Patricia Kuhl,October 2010,121K,4M
4573,Krista Tippett,November 2010,25K,842K
4574,Geert Chatrou,June 2010,84K,2.8M
4575,Michael Pawlyn,November 2010,63K,2.1M
4576,Hawa Abdi + Deqo Mohamed,December 2010,14K,476K
4577,Cynthia Breazeal,December 2010,37K,1.2M
4578,Nigel Marsh,May 2010,154K,5.1M
4579,Suheir Hammad,December 2010,25K,839K
4580,Christopher McDougall,July 2010,120K,4M
4581,Johanna Blakley,December 2010,47K,1.5M
4582,Dale Dougherty,January 2011,25K,863K
4583,Kate Orff,December 2010,12K,405K
4584,Bruce Feiler,October 2010,15K,529K
4585,Ariel Garten,September 2011,15K,508K
4586,Liza Donnelly,December 2010,44K,1.4M
4587,Thomas Goetz,October 2010,18K,613K
4588,Martin Jacques,October 2010,137K,4.5M
4589,Heather Knight,December 2010,27K,902K
4590,Anders Ynnerman,November 2010,17K,580K
4591,Van Jones,November 2010,20K,696K
4592,Charity Tillemann-Dick,October 2010,18K,621K
4593,Naomi Klein,December 2010,32K,1M
4594,Ali Carr-Chellman,October 2010,42K,1.4M
4595,Elizabeth Lesser,December 2010,48K,1.6M
4596,Thomas Thwaites,November 2010,46K,1.5M
4597,Amber Case,December 2010,60K,2M
4598,Jody Williams,December 2010,26K,868K
4599,Neil Pasricha,September 2010,102K,3.4M
4600,Deborah Rhodes,December 2010,31K,1M
4601,Charles Limb,November 2010,42K,1.4M
4602,Lesley Hazleton,October 2010,71K,2.3M
4603,Arianna Huffington,December 2010,168K,5.6M
4604,Barry Schwartz,November 2010,36K,1.2M
4605,Brené Brown,June 2010,1.7M,56M
4606,Majora Carter,September 2010,43K,1.4M
4607,Sheryl Sandberg,December 2010,335K,11M
4608,Beverly + Dereck Joubert,December 2010,29K,994K
4609,Sir Ken Robinson,October 2010,73K,2.4M
4610,Rachel Botsman,May 2010,43K,1.4M
4611,Rufus Griscom + Alisa Volkman,December 2010,77K,2.5M
4612,Diana Laufenberg,November 2010,70K,2.3M
4613,Hanna Rosin,December 2010,33K,1.1M
4614,Kiran Bedi,December 2010,50K,1.6M
4615,Tony Porter,December 2010,99K,3.3M
4616,Halla Tómasdóttir,December 2010,21K,703K
4617,Arthur Potts Dawson,July 2010,29K,969K
4618,Bart Weetjens,June 2010,19K,642K
4619,Marcel Dicke,July 2010,50K,1.6M
4620,William Ury,October 2010,81K,2.7M
4621,Birke Baehr,August 2010,73K,2.4M
4622,Dan Phillips,October 2010,41K,1.3M
4623,Jason Fried,October 2010,185K,6.1M
4624,Zainab Salbi,July 2010,18K,610K
4625,Kim Gorgens,May 2010,16K,549K
4626,Kristina Gjerde,April 2010,12K,413K
4627,John Hardy,July 2010,36K,1.2M
4628,Shimon Schocken,April 2010,19K,635K
4629,Denis Dutton,February 2010,78K,2.6M
4630,Conrad Wolfram,July 2010,54K,1.8M
4631,Eric Berlow,July 2010,43K,1.4M
4632,Auret van Heerden,July 2010,21K,719K
4633,Aaron Huey,September 2010,57K,1.9M
4634,Stefan Wolff,July 2010,11K,367K
4635,Emily Pilloton,July 2010,32K,1M
4636,Andrew Bird,February 2010,44K,1.4M
4637,Gero Miesenboeck,July 2010,22K,755K
4638,Greg Stone,April 2010,16K,543K
4639,David Bismark,July 2010,18K,627K
4640,Tom Chatfield,July 2010,40K,1.3M
4641,Miwa Matreyek,July 2010,28K,964K
4642,Shimon Steinberg,April 2010,13K,459K
4643,Barton Seaver,April 2010,19K,635K
4644,Joseph Nye,July 2010,38K,1.2M
4645,R.A. Mashelkar,November 2009,22K,742K
4646,"David Byrne, Ethel + Thomas Dolby",February 2010,23K,781K
4647,Patrick Chappatte,July 2010,27K,932K
4648,Dianna Cohen,April 2010,29K,994K
4649,Heribert Watzke,July 2010,54K,1.8M
4650,Jessica Jackley,July 2010,47K,1.5M
4651,Joel Burns,October 2010,9.5K,317K
4652,Ze Frank,July 2010,67K,2.2M
4653,Natalie Jeremijenko,October 2009,14K,470K
4654,Peter Haas,July 2010,11K,389K
4655,Melinda Gates,September 2010,46K,1.5M
4656,Stefano Mancuso,July 2010,43K,1.4M
4657,Stacey Kramer,February 2010,130K,4.3M
4658,Hans Rosling,September 2010,28K,955K
4659,Barbara Block,April 2010,11K,376K
4660,Tim Jackson,July 2010,34K,1.1M
4661,Eben Bayer,July 2010,39K,1.3M
4662,Mechai Viravaidya,September 2010,36K,1.2M
4663,Inge Missmahl,July 2010,13K,449K
4664,Sebastian Seung,July 2010,36K,1.2M
4665,Gary Wolf,June 2010,33K,1.1M
4666,Tim Birkhead,September 2009,3.6K,122K
4667,Julian Treasure,July 2010,57K,1.9M
4668,Fabian Hemmert,February 2010,29K,980K
4669,Annie Lennox,July 2010,16K,556K
4670,Mitchell Besser,July 2010,8.7K,291K
4671,Steven Johnson,July 2010,163K,5.4M
4672,Christien Meindertsma,July 2010,40K,1.3M
4673,Caroline Phillips,July 2010,26K,872K
4674,Nicholas Christakis,June 2010,21K,711K
4675,Jessa Gamble,July 2010,100K,3.3M
4676,Chris Anderson,July 2010,57K,1.9M
4677,Rob Dunbar,April 2010,19K,657K
4678,Seth Godin,September 2006,32K,1M
4679,Ben Cameron,February 2010,17K,594K
4680,Carne Ross,October 2009,12K,424K
4681,Alwar Balasubramaniam,November 2009,14K,491K
4682,Sugata Mitra,July 2010,99K,3.3M
4683,Rachel Sussman,July 2010,53K,1.7M
4684,Derek Sivers,July 2010,221K,7.3M
4685,His Holiness the Karmapa,November 2009,31K,1M
4686,Johan Rockström,July 2010,51K,1.7M
4687,Nic Marks,July 2010,77K,2.5M
4688,Dan Cobley,July 2010,50K,1.6M
4689,Lisa Margonelli,June 2010,18K,600K
4690,Jim Toomey,April 2010,15K,518K
4691,Jeremy Rifkin,August 2010,18K,614K
4692,Lee Hotz,July 2010,19K,641K
4693,David McCandless,July 2010,106K,3.5M
4694,Seth Priebatsch,July 2010,28K,958K
4695,Maz Jobrani,July 2010,214K,7.1M
4696,Jamil Abu-Wardeh,July 2010,36K,1.2M
4697,Peter Molyneux,July 2010,25K,864K
4698,Diane J. Savino,December 2009,10K,359K
4699,Sheryl WuDunn,July 2010,37K,1.2M
4700,Jason Clay,July 2010,15K,524K
4701,Lewis Pugh,July 2010,37K,1.2M
4702,Laurie Santos,July 2010,103K,3.4M
4703,John Delaney,April 2010,11K,377K
4704,Jeff Bezos,May 2010,23K,798K
4705,Susan Shaw,June 2010,7.2K,240K
4706,Sheena Iyengar,July 2010,115K,3.8M
4707,Kevin Stone,February 2010,17K,581K
4708,Tan Le,July 2010,84K,2.8M
4709,Dimitar Sasselov,July 2010,39K,1.3M
4710,Naif Al-Mutawa,July 2010,29K,998K
4711,Julian Assange,July 2010,86K,2.8M
4712,Elif Shafak,July 2010,75K,2.5M
4713,Ethan Zuckerman,July 2010,26K,869K
4714,Matt Ridley,July 2010,77K,2.5M
4715,Carl Safina,June 2010,25K,860K
4716,Hans Rosling,June 2010,137K,4.5M
4717,Nalini Nadkarni,February 2010,17K,571K
4718,Ellen  Gustafson,May 2010,24K,822K
4719,Benoit Mandelbrot,February 2010,47K,1.5M
4720,Mitchell Joachim,February 2010,50K,1.6M
4721,Carter Emmart,February 2010,62K,2M
4722,Stephen Palumbi,April 2010,13K,455K
4723,Ellen Dunham-Jones,January 2010,23K,781K
4724,Clay Shirky,June 2010,32K,1M
4725,Hillel Cooperman,February 2010,36K,1.2M
4726,Aditi Shankardass,November 2009,33K,1.1M
4727,Charles Leadbeater,April 2010,28K,949K
4728,Marian Bantjes,February 2010,21K,725K
4729,Chip Conley,February 2010,101K,3.3M
4730,Ananda Shankar Jayant,November 2009,26K,882K
4731,Cameron Herold,March 2010,57K,1.9M
4732,Peter Tyack,April 2010,16K,564K
4733,Margaret Gould Stewart,February 2010,29K,992K
4734,Michael Shermer,February 2010,88K,2.9M
4735,David Byrne,February 2010,52K,1.7M
4736,Stewart Brand + Mark Z. Jacobson,February 2010,51K,1.7M
4737,Rory Sutherland,April 2010,38K,1.2M
4738,John Kasaona,February 2010,13K,444K
4739,Michael Sandel,February 2010,47K,1.5M
4740,Adam Sadowsky,April 2010,36K,1.2M
4741,Brian Cox,April 2010,61K,2M
4742,"Christopher ""moot"" Poole",February 2010,54K,1.8M
4743,Brian Skerry,April 2010,50K,1.6M
4744,John Underkoffler,February 2010,57K,1.9M
4745,Lawrence Lessig,April 2010,13K,438K
4746,Sophie Hunger,July 2009,18K,628K
4747,Seth Berkley,February 2010,21K,719K
4748,Sharmeen Obaid-Chinoy,February 2010,36K,1.2M
4749,Johanna Blakley,April 2010,38K,1.2M
4750,Sir Ken Robinson,February 2010,302K,10M
4751,Craig Venter,May 2010,40K,1.3M
4752,Richard Sears,April 2010,21K,704K
4753,Dee Boersma,April 2010,13K,455K
4754,Graham Hill,February 2010,88K,2.9M
4755,William Li,February 2010,163K,5.4M
4756,Viktor Frankl,May 1972,41K,1.3M
4757,Julia Sweeney,February 2010,115K,3.8M
4758,Dan Meyer,March 2010,87K,2.9M
4759,Enric Sala,April 2010,12K,402K
4760,Nathan Myhrvold,February 2010,29K,990K
4761,Nicholas Christakis,February 2010,55K,1.8M
4762,Thomas Dolby,February 2010,18K,630K
4763,Anil Gupta,November 2009,23K,795K
4764,Jeremy Jackson,April 2010,26K,885K
4765,Simon Sinek,September 2009,1.7M,57M
4766,Esther Duflo,February 2010,45K,1.5M
4767,Sebastian Wernicke,February 2010,77K,2.5M
4768,George Whitesides,February 2010,21K,708K
4769,Roz Savage,April 2010,21K,716K
4770,Stephen Wolfram,February 2010,59K,1.9M
4771,Kavita Ramdas,November 2009,18K,617K
4772,Omar Ahmad,February 2010,18K,619K
4773,Tom Wujec,February 2010,212K,7M
4774,Frederick Balagadde,February 2010,9.9K,330K
4775,James Randi,February 2007,177K,5.9M
4776,Edith Widder,April 2010,20K,697K
4777,Eric Whitacre,March 2010,19K,635K
4778,Thelma Golden,February 2009,23K,789K
4779,Catherine Mohr,February 2010,27K,911K
4780,Jonathan Klein,February 2010,41K,1.3M
4781,Michael Specter,February 2010,69K,2.3M
4782,Natalie Merchant,February 2010,31K,1M
4783,Jonathan Drori,February 2010,14K,498K
4784,Dennis Hong,September 2009,69K,2.3M
4785,Dean Kamen,October 2009,18K,614K
4786,Elizabeth Pisani,February 2010,51K,1.7M
4787,Jesse Schell,February 2010,14K,487K
4788,Adora Svitak,February 2010,202K,6.7M
4789,Derek Sivers,February 2010,290K,9.6M
4790,Kirk Citron,February 2010,24K,810K
4791,Shukla Bose,November 2009,37K,1.2M
4792,Kevin Bales,February 2010,34K,1.1M
4793,Patsy Rodenburg,October 2008,6.1K,206K
4794,Robert Gupta,February 2010,42K,1.4M
4795,Joel Levine,November 2009,24K,817K
4796,Alan Siegel,February 2010,30K,1M
4797,Juliana Machado Ferreira,February 2010,11K,389K
4798,Sam Harris,February 2010,210K,7M
4799,Shekhar Kapur,November 2009,27K,919K
4800,Ken Kamler,October 2009,26K,868K
4801,Jane McGonigal,February 2010,185K,6.1M
4802,Douglas Adams,May 2001,15K,500K
4803,Eric Dishman,November 2009,13K,455K
4804,Mark Roth,February 2010,24K,802K
4805,Gary Vaynerchuk,September 2008,25K,846K
4806,Eric Mead,October 2009,37K,1.2M
4807,Dan Barber,February 2010,74K,2.4M
4808,Gary Lauder,February 2010,19K,646K
4809,Tim Berners-Lee,February 2010,23K,796K
4810,Srikumar Rao,May 2009,34K,1.1M
